id;n3;n2;n4;n117;id_localisation
3116;0781631Z;Public;Institut de Formation de Manipulateur d'électroradiologie médicale (IFMEM);;33
3117;0781839A;Public;Lycée Jean Monnet;;245
3118;0781845G;Public;Lycée Jules Ferry;;860
3119;0781883Y;Public;Lycée Dumont D'Urville;;863
3120;0781898P;Public;Lycée Charles De Gaulle;;33
3121;0781944P;Public;Université de Versailles - Saint Quentin en Yvelines;;892
3122;0781945R;Public;I.U.T de Velizy;;896
3123;0781948U;Public;Lycée LAVOISIER;;422
3124;0781949V;Public;Lycée De Villaroy;;892
3125;0781975Y;Privé hors contrat;GROUPE ICS;;1053
3126;0781984H;Public;Lycée Vaucanson;;255
3127;0782019W;Public;Ecole nationale supérieure de paysage Versailles;;1053
3128;0782075G;Public;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;;1053
3129;0782076H;Public;Université de Versailles - Saint Quentin en Yvelines;;892
3130;0782104N;Public;ISTY UVSQ Paris-Saclay;;314
3131;0782117C;Public;I.U.T. de Mantes en Yvelines;;999
3132;0782118D;Public;I.U.T de Velizy - Antenne de Rambouillet;;1008
3133;0782132U;Public;Lycée Jeanne D'Albret;;258
3134;0782539L;Public;Lycée Saint Exupéry;;999
3135;0782540M;Public;Lycée Jean Rostand;;999
3136;0782546U;Public;Lycée Le Corbusier;;33
3137;0782549X;Public;Lycée Louis Bascan;;1008
3138;0782556E;Public;Lycée Léonard de Vinci;;258
3139;0782557F;Public;Lycée Jean-Baptiste Poquelin;;258
3140;0782562L;Public;Lycée Hoche;;1053
3141;0782563M;Public;Lycée La Bruyère;;1053
3142;0782565P;Public;Lycée Jules Ferry;;1053
3143;0782567S;Public;Lycée Marie Curie;;1053
3144;0782587N;Public;Lycée Viollet-Le-Duc;;290
3145;0782602E;Public;Lycée professionnel Jean Moulin;;1183
3146;0782822U;Public;Lycée Pierre Corneille;;636
3147;0782924E;Public;Lycée Evariste Galois;;1010
3148;0783053V;Privé sous contrat d'association;Lycée Sainte Geneviève;;1053
3149;0783192W;Privé sous contrat d'association;BUC RESSOURCES;;361
3150;0783282U;Privé sous contrat d'association;Lycée BLANCHE DE CASTILLE;;1183
3151;0783344L;Privé sous contrat d'association;Lycée Notre-Dame Les Oiseaux;;440
3152;0783351U;Privé sous contrat d'association;Lycée Notre Dame du Grandchamp;;1053
3153;0783389K;Privé sous contrat d'association;IFSI MGEN de La Verrière;;275
3154;0783390L;Public;IFSI CH Intercommunal Meulan-Les Mureaux (CHimm);;255
3155;0783431F;Public;Lycée Jules Verne;;1010
3156;0783455G;Privé sous contrat d'association;CHEPP du Tremblay sur Mauldre;;876
3157;0783533S;Public;Lycée Camille Claudel;;314
3158;0783596K;Privé hors contrat;ASCENCIA Business School- Saint-Quentin-en-Yvelines;;821
3159;0783634B;Public;CY Cergy Paris Université - INSPÉ de l’académie de Versailles;;258
3160;0783640H;Public;Sciences Po Saint-Germain-en-Laye – Institut d'études politiques;;258
3161;0783664J;Privé enseignement supérieur;ESTACA Paris-Saclay (Saint-Quentin-en-Yvelines);;821
3162;0783672T;Privé enseignement supérieur;EGC Sup de V - Saint-Germain-en-Laye;;258
3163;0783676X;Privé hors contrat;3IS Institut International de l'Image et du Son;;575
3164;0783718T;Privé hors contrat;Assas Formations Santé;;892
3165;0783720V;Privé enseignement supérieur;ESEO Paris - Vélizy;;896
3166;0783752E;Public;Institut de formation en Ergothérapie du Centre Hospitalier Intercommunal de Meulan-Les Mureaux;;255
3167;0783754G;Public;Institut de formation en Psychomotricité du Centre Hospitalier Intercommunal de Meulan-Les Mureaux;;255
3168;0783778H;Public;CY Ecole de Design;;258
3169;0783811U;Privé enseignement supérieur;ESA - Ecole Supérieure des Agricultures (Paris-St Quentin);;892
3170;0790007D;Public;Lycée Maurice Genevoix;;6
3171;0790019S;Public;Lycée Joseph Desfontaines;;848
3172;0790023W;Public;Lycée Jean Mace;;297
3173;0790024X;Public;Lycée Paul Guerin;;297
3174;0790029C;Public;Lycée Ernest Perochon;;560
3175;0790031E;Public;Lycée Du Haut Val De Sevre;;662
3176;0790036K;Public;Lycée Jean Moulin;;86
3177;0790080H;Privé sous contrat d'association;Lycée Saint Joseph;;6
3178;0790706N;Public;Lycée Enseignement Général Technologique Agricole - Campus des Sicaudières;;6
3179;0790767E;Public;Lycée Horticole - Gaston Chaissac - Niort;;297
3180;0790768F;Public;Lycée Enseignement Général Technologique Agricole Jacques Bujault;;848
3181;0790928E;Public;Lycée professionnel G. Barré;;297
3182;0791005N;Privé sous contrat d'association;MFR SEVREUROPE;;6
3183;0791009T;Public;IFSI du CH Nord Deux-Sèvres Thouars;;86
3184;0791018C;Public;IFSI CH Niort;;297
3185;0791029P;Public;Lycée professionnel Leonard De Vinci;;6
3186;0791062A;Public;Lycée de la Venise Verte;;297
3187;0791090F;Public;I.U.T. Poitiers (site Niort);;297
3188;0791103V;Public;Université de Poitiers (Site de Niort);;297
3189;0791171U;Privé sous contrat d'association;Institut Catholique Supérieur Saint André;;297
3190;0791199Z;Privé enseignement supérieur;Facultés libres de l'ouest UCO - Niort;;297
3191;0800001S;Public;Lycée Boucher De Perthes;;1091
3192;0800007Y;Public;Lycée Lamarck;;1147
3193;0800009A;Public;Lycée Louis Thuillier;;202
3194;0800011C;Public;Lycée des Métiers Édouard Gand;;202
3195;0800046R;Public;Lycée PIERRE MENDES FRANCE;;570
3196;0800063J;Public;Lycée professionnel Boucher De Perthes;;1091
3197;0800080C;Privé enseignement supérieur;ESC Amiens - Bachelor Gestion et Marketing;;202
3198;0801068B;Public;Université Amiens UFR médecine;;202
3199;0801207C;Privé sous contrat d'association;Lycée Sacre-Coeur;;202
3200;0801209E;Privé sous contrat d'association;Lycée Sainte Famille;;202
3201;0801265R;Public;IUT d'Amiens;;202
3202;0801272Y;Public;Lycée agricole le Paraclet Amiens-Cottenchy;;396
3203;0801327H;Public;Lycée Edouard Branly;;202
3204;0801328J;Public;Lycée agricole de la Haute Somme-Péronne;;570
3205;0801344B;Public;Université d'Amiens;;202
3206;0801367B;Public;Ecole supérieure d'art et de design d'Amiens Métropole;;202
3207;0801479Y;Privé sous contrat d'association;Lycée Saint Remi;;202
3208;0801613U;Privé sous contrat d'association;Lycée Sainte Colette;;1166
3209;0801700N;Public;Lycée Jean- Baptiste Delambre;;202
3210;0801720K;Privé sous contrat d'association;MFR de Flixecourt;;785
3211;0801742J;Privé sous contrat d'association;Lycée La Providence;;202
3212;0801773T;Public;Institut de Formation en Soins Infirmiers - CHU AMIENS PICARDIE;;202
3213;0801774U;Public;Institut de Formation en Soins Infirmiers - ABBEVILLE;;1091
3214;0801841S;Public;Lycée Robert de Luzarches;;202
3215;0801853E;Public;Lycée Jean Racine;;1265
3216;0801864S;Public;Lycée du Vimeu;;402
3217;0801882L;Public;Lycée La Hotoie;;202
3218;0801888T;Privé sous contrat d'association;Lycée Saint Martin;;202
3219;0801900F;Public;Lycée De L Authie;;239
3220;0801911T;Privé enseignement supérieur;Ingénieur UniLaSalle Amiens (ex ESIEE-Amiens);;202
3221;0801946F;Privé sous contrat d'association;Lycée professionnel La Providence;;202
3222;0801955R;Public;Institut de Formation en Soins Infirmiers – EPSM de la Somme;;202
3223;0802117S;Public;INSTITUT DE FORMATION DE TECHNICIENS DE LABORATOIRE MEDICAL (IFTLM) UFR SANTE;;202
3224;0802119U;Public;INST FORM MANIP RADIO MEDICALE CHU AMIENS IFMEM;;202
3225;0802177G;Public;Institut de formation en Ergothérapie du chu Amiens-Picardie;;202
3226;0802184P;Privé sous contrat d'association;APRADIS - Site Amiens;;202
3227;0810003N;Public;Lycée professionnel Toulouse-Lautrec;;1051
3228;0810004P;Public;Lycée Louis Rascol;;1051
3229;0810005R;Public;Lycée BELLEVUE;;1051
3230;0810006S;Public;Lycée Laperouse;;1051
3231;0810012Y;Public;Lycée Jean Jaures;;369
3232;0810018E;Public;Lycée professionnel Anne Veaute;;303
3233;0810023K;Public;Lycée Victor Hugo;;594
3234;0810079W;Privé sous contrat d'association;Lycée Jeanne D'Arc;;230
3235;0810095N;Privé sous contrat d'association;Lycée Sainte-Cecile;;1051
3236;0810100U;Privé sous contrat d'association;Lycée professionnel Saint-Dominique;;1051
3237;0810103X;Privé sous contrat d'association;Lycée Notre Dame;;303
3238;0810121S;Public;L.E.G.T.A. Albi - Fonlabour;;1051
3239;0810833R;Privé sous contrat d'association;Lycée agricole privé de Touscayrats;;584
3240;0810959C;Public;Lycée La Borde Basse;;303
3241;0810974U;Public;IFSI Albi;;1051
3242;0811002Z;Public;IFSI CHIC Castres Mazamet;;303
3243;0811105L;Privé sous contrat d'association;Lycée André Alquier à St Amans Soult;;1179
3244;0811106M;Privé sous contrat d'association;INEOPOLE FORMATION;;114
3245;0811175M;Privé sous contrat d'association;Lycée De La Salle Castres;;303
3246;0811199N;Public;I.U.T de Toulouse - Antenne de Castres;;303
3247;0811293I;Public;ISIS - Partenaire INSA;;303
3248;0811293R;Public;Institut national universitaire Champollion;;1051
3249;0811324Z;Public;Lycée professionnel Marie Antoinette Riess;;230
3250;0811341T;Public;SECTION ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE CLEMENT DE PEMILLE;;1061
3251;0811384P;Privé enseignement supérieur;Inkipit - Campus d'Albi;;116
3252;0820001F;Public;Lycée professionnel des métiers du bâtiment et de la topographie;;639
3253;0820004J;Public;Lycée Jean De Prades;;757
3254;0820016X;Public;Lycée Francois Mitterrand;;820
3255;0820021C;Public;Lycée Antoine Bourdelle;;218
3256;0820044C;Privé sous contrat d'association;Lycée Pierre_Marie THEAS;;218
3257;0820559M;Public;L.E.G.T.A. Montauban - Capou;;218
3258;0820717J;Public;Institut de formation soins infirmiers             Ecole d'aide-soignants;;218
3259;0820822Y;Privé enseignement supérieur;EGC OCCITANIE;;218
3260;0820844X;Public;Université Toulouse Capitole - Antenne de Montauban;;218
3261;0820883P;Public;Lycée Claude Nougaro;;1125
3262;0820884R;Public;Université Toulouse 2 - Antenne Montauban;;218
3263;0820888V;Privé sous contrat d'association;MFR de Moissac;;820
3264;0820899G;Public;Lycée JEAN BAYLET;;312
3265;0820904M;Privé sous contrat d'association;SGT SKHOLE d'ART-BONNECAZE;;218
3266;0820917B;Public;Lycée polyvalent Olympe de Gouges;;349
3267;0820932T;Public;IFMEM CHU TOULOUSE - ANTENNE DE MONTAUBAN;;218
3268;0830007G;Public;Lycée Raynouard;;970
3269;0830015R;Public;Lycée Jean Moulin;;429
3270;0830025B;Public;Lycée Jean Aicard;;117
3271;0830032J;Public;Lycée de Lorgues - Thomas Edison;;416
3272;0830042V;Public;Lycée Antoine De Saint Exupery;;32
3273;0830050D;Public;Lycée Beaussier;;1047
3274;0830053G;Public;Lycée Dumont d'Urville;;105
3275;0830058M;Public;Lycée professionnel Georges Cisson;;105
3276;0830059N;Public;Lycée professionnel Parc Saint Jean;;105
3277;0830077H;Public;Lycée agricole de Hyères;;117
3278;0830081M;Public;Centre de Ressources, d'Expertise et de Performance Sportive PACA - site de Boulouris (CREPS);;32
3279;0830100H;Privé sous contrat d'association;Lycée Notre Dame;;105
3280;0830165D;Public;I.U.T de Toulon;;510
3281;0830661T;Public;Lycée professionnel Claret;;105
3282;0830766G;Public;Université de Toulon;;510
3283;0830828Z;Public;École supérieure d art et de design Toulon Provence Méditerranée;;105
3284;0830923C;Public;Lycée Paul Langevin;;1047
3285;0831014B;Public;Lycée professionnel Golf-Hôtel;;117
3286;0831025N;Privé sous contrat d'association;IFSI Croix Rouge Française Ollioules;;554
3287;0831059A;Public;IFSI Varois Saint-Raphaël;;32
3288;0831060B;Public;IFSI Varois La Garde;;510
3289;0831141P;Privé sous contrat d'association;Lycée la Tourrache;;510
3290;0831187P;Privé sous contrat d'association;Lycée professionnel Saint Joseph;;554
3291;0831207L;Privé sous contrat d'association;Lycée Marie France;;105
3292;0831229K;Privé sous contrat d'association;IFTS CROIX ROUGE OLLIOULES;;554
3293;0831242Z;Public;Lycée du Golfe de Saint Tropez;;457
3294;0831243A;Public;Lycée Bonaparte;;105
3295;0831354W;Public;Lycée professionnel La Coudoulière;;627
3296;0831407D;Public;Lycée du Coudon;;510
3297;0831440P;Public;Lycée Albert Camus;;1133
3298;0831448Y;Privé enseignement supérieur;KEDGE BUSINESS SCHOOL - Site de Toulon;;105
3299;0831453D;Public;Lycée des Métiers d'Hôtellerie et Tourisme Anne-Sophie Pic;;105
3300;0831458J;Privé enseignement supérieur;ISEN Méditerranée;;105
3301;0831483L;Public;I.U.T de Toulon - Antenne de Draguignan;;429
3302;0831484M;Public;Université de Toulon - Antenne de Draguignan;;429
3303;0831485N;Public;I.U.T de Toulon - Antenne de Toulon (porte d'Italie);;105
3304;0831559U;Public;Lycée Maurice JANETTI;;1206
3305;0831563Y;Public;Lycée Costebelle;;117
3306;0831616F;Public;Lycée Rouvière;;105
3307;0831646N;Public;Lycée du Val d'Argens;;772
3308;0831750B;Public;IFSI Varois Draguignan;;429
3309;0831756H;Privé enseignement supérieur;Ecole Camondo Méditerranée - Toulon;;105
3310;0831764S;Public;Institut de formation public Var prof de santé IF LA GARDE;;510
3311;0831834T;Privé sous contrat d'association;Haute Ecole du Travail et de l'Intervention Sociale - HETIS Draguignan;;429
3312;0840003X;Public;Lycée Frédéric Mistral;;1157
3313;0840004Y;Public;Lycée Theodore Aubanel;;1157
3314;0840005Z;Public;Lycée Philippe de Girard;;1157
3315;0840015K;Public;Lycée Jean Henri Fabre;;265
3316;0840016L;Public;Lycée Victor Hugo;;265
3317;0840017M;Public;Lycée Ismael Dauphin;;577
3318;0840021S;Public;Lycée Alphonse Benoit;;1208
3319;0840026X;Public;Lycée de l'Arc;;165
3320;0840039L;Public;Lycée professionnel Domaine D Eguilles;;170
3321;0840059H;Privé sous contrat d'association;Lycée Louis Pasteur;;1157
3322;0840072X;Privé sous contrat d'association;Lycée St Joseph;;1157
3323;0840082H;Privé sous contrat d'association;Lycée professionnel Vincent De Paul;;1157
3324;0840110N;Public;Lycée agricole François Pétrarque;;1157
3325;0840218F;Public;Lycée professionnel agricole Viticole;;165
3326;0840607D;Public;Lycée agricole LOUIS GIRAUD;;265
3327;0840612J;Public;École supérieure d’art d’Avignon;;1157
3328;0840685N;Public;Avignon Université;;1157
3329;0840855Y;Public;IFSI du Gipes d'Avignon;;1157
3330;0840935K;Public;Lycée Rene Char;;1157
3331;0840940R;Privé sous contrat d'association;Lycée Polyvalent Privé Saint Jean Baptiste la Salle;;1157
3332;0840957J;Public;I.U.T. d'Avignon;;1157
3505;0911037H;Public;Lycée professionnel Andre-Marie Ampere;;686
3333;0840985P;Privé enseignement supérieur;KEDGE BUSINESS SCHOOL - Site d'Avignon;;1157
3334;0841091E;Privé sous contrat d'association;IMF Avignon;;1157
3335;0841205D;Privé enseignement supérieur;Institut Supérieur d'Agriculture Rhône-Alpes;;1157
3336;0850006V;Public;Lycée Georges CLEMENCEAU;;867
3337;0850016F;Public;Lycée ATLANTIQUE;;63
3338;0850025R;Public;LGT Pierre Mendès France;;500
3339;0850027T;Public;Lycée Polyvalent Rosa Parks;;500
3340;0850028U;Public;Lycée professionnel Edouard Branly;;500
3341;0850032Y;Public;LGT Savary de Mauléon;;215
3342;0850068M;Public;Lycée Francois Rabelais;;1020
3343;0850076W;Privé sous contrat d'association;Lycée général et technologique privé Jean XXIII;;1193
3344;0850086G;Privé sous contrat d'association;Ensemble scolaire Saint- Gabriel Saint- Michel;;1005
3345;0850130E;Privé sous contrat d'association;Lycée Notre Dame Du Roc;;500
3346;0850133H;Privé sous contrat d'association;Lycée Ste Marie Du Port;;215
3347;0850136L;Privé sous contrat d'association;Lycée polyvalent privé Jeanne d'Arc;;552
3348;0850142T;Privé sous contrat d'association;Lycée Notre-Dame;;633
3349;0850144V;Public;Lycée agricole Nature;;500
3350;0850151C;Public;Lycée agricole Bel Air;;1020
3351;0850152D;Public;Lycée agricole Lucon-Petre;;1009
3352;0850609A;Privé sous contrat d'association;Lycée agricole Les Etablières;;500
3353;0851252Z;Privé sous contrat d'association;MFR-IREO Les Herbiers;;1193
3354;0851253A;Privé sous contrat d'association;MFR IREO de Saint Florent;;178
3355;0851344Z;Privé sous contrat d'association;Lycée polyvalent privé Notre Dame;;1020
3356;0851346B;Public;Lycée Francois Truffaut;;633
3357;0851390Z;Public;Lycée Leonard de Vinci;;552
3358;0851400K;Public;Lycée Polyvalent Jean Monnet;;1193
3359;0851401L;Public;LGT Jean de Lattre de Tassigny;;500
3360;0851415B;Privé enseignement supérieur;ICES - Institut Catholique de Vendée;;500
3361;0851457X;Public;I.U.T. La Roche-sur-Yon;;500
3362;0851473P;Public;Nantes Université (La Roche);;500
3363;0851594W;Privé enseignement supérieur;ICAM Vendée;;500
3364;0851609M;Public;IFSI CH LA ROCHE-SUR-YON;;500
3365;0851637T;Privé sous contrat d'association;sup SOCIAL - Les Etablières;;500
3366;0851642Y;Privé sous contrat d'association;LGT PRIVE SAINT-FRANCOIS D'ASSISE;;500
3367;0851682S;Privé sous contrat d'association;IFSI - CROIX ROUGE FRANCAISE - St Jean-de-Monts;;949
3368;0851689Z;Privé enseignement supérieur;AUDENCIA BUSINESS SCHOOL - LA ROCHE SUR YON;;500
3369;0851728S;Privé enseignement supérieur;IFSI LES SABLES D'OLONNE;;215
3370;0860005N;Public;Cite Technique Edouard Branly;;135
3371;0860009T;Public;Lycée Andre Theuriet;;894
3372;0860021F;Public;Lycée Guy Chauvet;;432
3373;0860028N;Public;Lycée Jean Moulin;;226
3374;0860029P;Public;Lycée professionnel Raoul Mortier;;226
3375;0860034V;Public;Lycée Victor-Hugo;;718
3376;0860035W;Public;Lycée Camille Guérin;;718
3377;0860037Y;Public;Lycée Nelson Mandela;;718
3378;0860038Z;Public;Lycée Aliénor d' Aquitaine;;718
3379;0860039A;Public;Lycée professionnel Le Dolmen;;718
3380;0860058W;Public;Centre de Ressources, d'Expertise et de Performance Sportive de Poitiers (CREPS);;131
3381;0860080V;Public;IFSI CHU Poitiers;;718
3382;0860703X;Public;I.U.T. Poitiers;;718
3383;0860718N;Public;Lycée Agricole Xavier Bernard - Venours;;398
3384;0860740M;Privé sous contrat d'association;IRTS POITOU CHARENTES;;718
3385;0860755D;Privé sous contrat d'association;Ensemble scolaire Isaac de l'Etoile Les Feuillants;;718
3386;0860774Z;Privé sous contrat d'association;Lycée St Jacques de Compostelle;;718
3387;0860789R;Privé sous contrat d'association;Ensemble scolaire Isaac de l'Etoile - Le Porteau;;718
3388;0860818X;Public;Lycée Professionnel Agricole Danielle Mathiron;;169
3389;0860823C;Public;Lycée professionnel Reaumur;;718
3390;0860856N;Public;Université de Poitiers;;718
3391;0860902N;Public;Ecole européenne supérieure de l'image Poitiers;;718
3392;0860986E;Public;UNITE DE FORMATION ET DE RECHERCHE SANTE;;718
3393;0861113T;Public;Lycée professionnel Le Verger;;135
3394;0861145C;Privé sous contrat d'association;MFR de Chauvigny;;407
3395;0861168C;Public;IFMEM;;718
3396;0861223M;Public;Lycée Pilote Innovant International;;393
3397;0861228T;Public;Lycée Du Bois D'Amour;;718
3398;0861273S;Public;CNED;;1191
3399;0861283C;Public;I.U.T. Poitiers (site Chatellerault);;135
3400;0861408N;Public;Lycée professionnel KYOTO;;718
3401;0861441Z;Public;IFE POITIERS;;718
3402;0861460V;Public;Sciences Po - campus de Poitiers - Institut d'études politiques;;718
3403;0870004G;Public;Lycée professionnel Martin Nadaud;;29
3404;0870015U;Public;Lycée Gay-Lussac;;7
3405;0870016V;Public;Lycée Leonard Limosin;;7
3406;0870017W;Public;Lycée Auguste Renoir;;7
3407;0870019Y;Public;Lycée Suzanne Valadon;;7
3408;0870040W;Public;Lycée Paul Eluard;;546
3409;0870041X;Public;Lycée professionnel Edouard Vaillant;;546
3410;0870056N;Public;Lycée Turgot;;7
3411;0870058R;Public;Lycée professionnel Antoine de Saint-Exupéry;;7
3412;0870067A;Public;IFSI CHU Limoges;;7
3413;0870081R;Privé sous contrat d'association;Lycée Beaupeyrat;;7
3414;0870097H;Privé sous contrat d'association;POLARIS FORMATION;;7
3415;0870118F;Public;Lycée Raoul Dautry;;7
3416;0870125N;Public;I.U.T du Limousin - site de Limoges;;7
3417;0870581J;Public;Lycée agricole de Limoges les Vaseix;;840
3418;0870590U;Public;Lycée professionnel agricole;;1175
3419;0870669E;Public;Université de Limoges;;7
3420;0870671G;Public;Lycée professionnel agricole de Saint Yrieix la Perche;;1153
3421;0870683V;Public;Ecole nationale supérieure d'art et de design de Limoges;;7
3422;0870730W;Public;Lycée professionnel Marcel Pagnol;;7
3423;0870748R;Public;Lycée professionnel Le Mas Jambost;;7
3424;0870757A;Privé sous contrat d'association;POLARIS Formation Isle;;810
3425;0870864S;Privé sous contrat d'association;Lycée Saint-Jean;;7
3426;0870873B;Privé sous contrat d'association;IFSI Croix Rouge Française Limoges;;7
3427;0870876E;Privé sous contrat d'association;ECOLE DE SERVICE SOCIAL DE LA CROIX ROUGE FRANCAISE;;7
3428;0870997L;Privé enseignement supérieur;3iL;;7
3429;0871030X;Public;Lycée des Métiers - Jean Monnet;;7
3430;0875023M;Public;Lycée Maryse Bastie;;7
3431;0875076V;Public;ILFOMER Institut limousin de formation aux métiers de la réadaptation;;7
3432;0875082B;Public;ENSIL-ENSCI - Partenaire INSA;;7
3433;0875098U;Public;CREPS de Poitiers - Antenne de Limoges;;7
3434;0875102Y;Public;IFSI du CHHC-Université de Limoges;;7
3435;0875109F;Public;IFSI CHU Limoges - Antenne de Saint Yrieix la Perche;;1153
3436;0880013L;Public;Lycée professionnel Pierre Mendes France;;553
3437;0880019T;Public;Lycée Louis Lapicque;;368
3438;0880020U;Public;Lycée Claude Gellee;;368
3439;0880021V;Public;Lycée Pierre Mendes France;;368
3440;0880023X;Public;Lycée professionnel Isabelle Viviani;;368
3441;0880031F;Public;Lycée professionnel PIERRE GILLES DE GENNES;;806
3442;0880036L;Public;Lycée Jean-Baptiste Vuillaume;;1114
3443;0880040R;Public;Lycée Pierre et Marie Curie;;581
3444;0880055G;Public;Lycée Jules Ferry;;89
3445;0880099E;Privé sous contrat d'association;Lycée Beau Jardin;;89
3446;0880101G;Privé sous contrat d'association;Ensemble scolaire Notre-Dame Saint-Joseph;;368
3447;0880152M;Public;Lycée Georges Baumont;;89
3448;0880153N;Public;Lycée Andre Malraux;;542
3449;0881070K;Public;Lycée agricole de Mirecourt;;1114
3450;0881270C;Public;ESAL - École Supérieure d'Art de Lorraine - Site d'Epinal;;368
3451;0881400U;Public;IFSI Epinal;;368
3452;0881452A;Privé sous contrat d'association;Ecole d'horticulture et de paysage;;356
3453;0881509M;Public;IFSI Remiremont;;542
3454;0881510N;Public;IFSI Neufchateau;;581
3455;0881511P;Public;IFSI CH St Dié des Vosges;;89
3456;0881664F;Public;Lycée des Métiers - Hôtelier JBS Chardin;;806
3457;0881679X;Public;I.U.T de Saint Dié - Université de Lorraine;;89
3458;0881703Y;Public;Université de Lorraine - Faculté de Droit, Sciences Economiques et Gestion - Site d'Épinal (88);;368
3459;0881705A;Public;I.U.T Epinal-Hubert Curien - Université de Lorraine;;368
3460;0881711G;Privé sous contrat d'association;CFRP de Gugnecourt;;383
3461;0881717N;Public;Université de Lorraine - Faculté des Sciences du Sport - Site d'Épinal (88);;368
3462;0890003V;Public;Lycée Jacques Amyot;;459
3463;0890005X;Public;Lycée Joseph Fourier;;459
3464;0890008A;Public;Lycée du Parc des Chaumes;;260
3465;0890032B;Public;Lycée Chevalier D'Eon;;726
3466;0890045R;Public;Lycée agricole Auxerre-La-Brosse;;847
3467;0890070T;Privé sous contrat d'association;Lycée SAINT-JOSEPH;;459
3468;0890819G;Public;Lycée professionnel des métiers Vauban;;459
3469;0890984L;Public;IFSI CH Auxerre;;459
3470;0890985M;Public;IFSI CH Sens;;321
3471;0891041Y;Privé sous contrat d'association;Maison Familiale et Rurale du Sénonais;;1128
3472;0891199V;Public;Lycée Louis Davier;;1002
3473;0891200W;Public;Lycée Catherine et Raymond JANOT;;321
3474;0891222V;Public;I.U.T de Dijon - Antenne d'Auxerre;;459
3475;0891255F;Public;Université de Bourgogne Europe (ex UB) - Site d'Auxerre;;459
3476;0891309P;Privé enseignement supérieur;EGC Sens;;321
3477;0900002N;Public;Lycée Condorcet;;812
3478;0900003P;Public;Lycée Gustave Courbet;;812
3479;0900004R;Public;Lycée Raoul Follereau;;812
3480;0900029T;Privé sous contrat d'association;Lycée Notre Dame Des Anges;;812
3481;0900231M;Public;IUT Nord Franche-Comté - Site de Belfort;;812
3482;0900246D;Public;Lycée agricole Lucien Quelet;;94
3483;0900355X;Public;Lycée professionnel Denis Diderot;;1266
3484;0900362E;Privé enseignement supérieur;ESTA - École Supérieure des Technologies et des Affaires;;812
3485;0900385E;Public;Université Marie et Louis Pasteur - Université de Franche-Comté (Belfort);;812
3486;0900424X;Public;UTBM Université de Technologie de Belfort Montbéliard;;812
3487;0900463P;Privé hors contrat;Ecole de Commerce et de Management ECM;;812
3488;0910620E;Public;Lycée Robert Doisneau;;702
3489;0910622G;Public;Lycée Geoffroy-St-Hilaire;;1235
3490;0910623H;Public;Lycée Marcel Pagnol;;313
3491;0910625K;Public;Lycée ROSA PARKS;;503
3492;0910626L;Public;Lycée Blaise Pascal;;706
3493;0910627M;Public;Lycée Jean Baptiste Corot;;1057
3494;0910629P;Public;Lycée professionnel Chateau Des Coudraies;;488
3495;0910630R;Public;Lycée polyvalent Alexandre Denis, lycée des métiers de l'aéronautique, du transport et de la logistique;;811
3496;0910676R;Public;Lycée Clement Ader;;313
3497;0910687C;Public;Lycée Fustel De Coulanges;;945
3498;0910715H;Public;Lycée professionnel Jean Perrin;;980
3499;0910727W;Public;Lycée Parc de Vilgenis;;945
3500;0910755B;Public;Lycée polyvalent Nadar - Lycée des métiers de la sécurité, de l'industrie et de la relation client;;829
3501;0910808J;Privé sous contrat d'association;Lycée Saint Charles;;313
3502;0910843X;Privé sous contrat d'association;Lycée Polyvalent Institut Saint Pierre;;705
3503;0910923J;Public;I.U.T d'Orsay - Université Paris-Saclay;;922
3504;0910975R;Public;Lycée Jean Pierre Timbaud;;938
3506;0911251R;Public;Lycée du Parc des Loges;;548
3507;0911254U;Public;Lycée professionnel Charles Baudelaire;;548
3508;0911264E;Privé sous contrat d'association;Institut et Campus d'Optique (ICO);;37
3509;0911346U;Public;Lycée Albert Einstein;;776
3510;0911492C;Public;Lycée de l'Essouriau;;73
3511;0911568K;Public;Ecole polytechnique;;485
3512;0911577V;Public;Lycée Jacques Prevert;;980
3513;0911632E;Public;Lycée Rene Cassin;;890
3514;0911728J;Public;IFSI Barthélemy Durand Sur Orge;;776
3515;0911784V;Public;IFSI GH Nord Essonne;;980
3516;0911786X;Public;IFMEM DE L'IFPM SUD FRANCILIEN;;548
3517;0911828T;Public;Lycée Georges Brassens;;548
3518;0911913K;Public;Lycée Vallee De Chevreuse;;922
3519;0911937L;Public;Lycée Francois Truffaut;;849
3520;0911946W;Public;Lycée Leonard De Vinci;;841
3521;0911961M;Public;Lycée Edmond Michelet;;890
3522;0911975C;Public;Université d'Evry Val d'Essonne;;548
3523;0911986P;Public;Polytech Paris-Saclay;;706
3524;0911990U;Public;I.U.T. d'Evry Val d'Essonne;;548
3525;0912128U;Public;I.U.T. d'Evry Val d'Essonne - Site Brétigny S/Orge;;938
3526;0912132Y;Public;Etablissement hospitalier Centre hospitalier Sud Francilien;;702
3527;0912142J;Public;Lycée Gaspard Monge;;1057
3528;0912154X;Privé sous contrat d'association;IRFASE;;548
3529;0912155Y;Public;IFSI CH Barthélemy Durand;;1235
3530;0912163G;Public;Lycée Paul Langevin;;776
3531;0912251C;Public;Lycée Henri Poincare;;485
3532;0912255G;Public;Institut Mines-Télécom Business School;;548
